Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Settings\FontChooser.xaml.cs,220,12,T:System.Windows.FontCapitals,,,,,"set { SetValue(CapitalsProperty, value); }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Settings\FontChooser.xaml.cs,220,18,T:System.Windows.DependencyProperty,,,,,"SetValue(CapitalsProperty, value);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Settings\FontChooser.xaml.cs,220,18,"M:System.Windows.DependencyObject.SetValue(System.Windows.DependencyProperty,System.Object)",,,,,"SetValue(CapitalsProperty, value);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Settings\FontChooser.xaml.cs,219,12,T:System.Windows.FontCapitals,,,,,get { return (FontCapitals)GetValue(CapitalsProperty); }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Settings\FontChooser.xaml.cs,219,18,T:System.Windows.DependencyProperty,,,,,return (FontCapitals)GetValue(CapitalsProperty);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Settings\FontChooser.xaml.cs,219,18,M:System.Windows.DependencyObject.GetValue(System.Windows.DependencyProperty),,,,,return (FontCapitals)GetValue(CapitalsProperty);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Settings\FontChooser.xaml.cs,217,8,T:System.Windows.FontCapitals,,,,,public FontCapitals Capitals
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Settings\FontChooser.xaml.cs,214,18,T:System.Windows.DependencyProperty,,,,,"SetValue(AnnotationAlternatesProperty, value);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Settings\FontChooser.xaml.cs,214,18,"M:System.Windows.DependencyObject.SetValue(System.Windows.DependencyProperty,System.Object)",,,,,"SetValue(AnnotationAlternatesProperty, value);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Settings\FontChooser.xaml.cs,213,18,T:System.Windows.DependencyProperty,,,,,return (int)GetValue(AnnotationAlternatesProperty);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Settings\FontChooser.xaml.cs,213,18,M:System.Windows.DependencyObject.GetValue(System.Windows.DependencyProperty),,,,,return (int)GetValue(AnnotationAlternatesProperty);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Settings\FontChooser.xaml.cs,192,8,M:System.Windows.Window.#ctor,,,,,public FontChooser()          {              InitializeComponent();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Settings\FontChooser.xaml.cs,172,35,T:System.Windows.DependencyProperty,,,,,_currentFeature
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Settings\FontChooser.xaml.cs,99,50,T:System.Windows.DependencyProperty,,,,,VariantsProperty = RegisterTypographicProperty(Typography.VariantsProperty)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Settings\FontChooser.xaml.cs,98,50,T:System.Windows.DependencyProperty,,,,,StylisticSet9Property = RegisterTypographicProperty(Typography.StylisticSet9Property)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Settings\FontChooser.xaml.cs,97,50,T:System.Windows.DependencyProperty,,,,,StylisticSet8Property = RegisterTypographicProperty(Typography.StylisticSet8Property)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Settings\FontChooser.xaml.cs,96,50,T:System.Windows.DependencyProperty,,,,,StylisticSet7Property = RegisterTypographicProperty(Typography.StylisticSet7Property)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Settings\FontChooser.xaml.cs,95,50,T:System.Windows.DependencyProperty,,,,,StylisticSet6Property = RegisterTypographicProperty(Typography.StylisticSet6Property)
